Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
Q6N022;Q9P273	Q6N022;Q9P273;H0YCJ4	TEN3_HUMAN;TEN4_HUMAN	TENM3;TENM4	Teneurin-4
Q6N043;Q6N043-2	Q6N043;Q6N043-2;Q6N043-5	Z280D_HUMAN	ZNF280D	Zinc finger protein 280D
Q6N063	Q6N063;Q6N063-2;Q6N063-4;F5H145	OGFD2_HUMAN	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
Q6N063;Q6N063-3	Q6N063;Q6N063-3;F5H890	OGFD2_HUMAN	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
Q6N069	Q6N069;Q6N069-2;Q6N069-3;Q6N069-4	NAA16_HUMAN	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
Q6NS38	Q6NS38;F5H5X2;S4R3T5	ALKB2_HUMAN	ALKBH2	DNA oxidative demethylase ALKBH2
Q6NSJ2	Q6NSJ2;M0R353;Q6NSJ2-2	PHLB3_HUMAN	PHLDB3	Pleckstrin homology-like domain family B member 3
Q6NT04;Q6NT04-2	Q6NT04;I3L2A8;Q6NT04-2	TIGD7_HUMAN	TIGD7	Tigger transposable element-derived protein 7
Q6NT55	Q6NT55	CP4FN_HUMAN	CYP4F22	Ultra-long-chain fatty acid omega-hydroxylase
Q6NT76;Q6NT76-2;Q6NT76-3;Q6NT76-5	Q6NT76;Q6NT76-2;E5RGZ2;H0YKJ1;H0YLF2;Q6NT76-3;Q6NT76-4;Q6NT76-5	HMBX1_HUMAN	HMBOX1	Homeobox-containing protein 1
Q6NUJ5	Q6NUJ5;Q6NUJ5-2	PWP2B_HUMAN	PWWP2B	PWWP domain-containing protein 2B
Q6NUK1	Q6NUK1;A0A3B3IU96;H3BMI3;J3KN42	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24
Q6NUK4	Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3
Q6NUQ4;Q6NUQ4-2	Q6NUQ4;H7C0H8;Q6NUQ4-2	TM214_HUMAN	TMEM214	Transmembrane protein 214
Q6NUS6	Q6NUS6;A0A0C4DFN5;A0A7P0T8X6;A0A7P0TA00;A0A7P0TB57;A0A804G9W2;Q6NUS6-2;Q6NUS6-3	TECT3_HUMAN	TCTN3	Tectonic-3
Q6NV74	Q6NV74;C9JK00	CRCDL_HUMAN	CRACDL	CRACD-like protein
Q6NVY1	Q6NVY1;B9A058;F8W8A6;H7C1A5;Q6NVY1-2	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
Q6NW29	Q6NW29;D6R9C7;D6RCM5;D6RDH6;K4DI92	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4
Q6NW29;Q6NW29-2	Q6NW29;E7EV43;K4DI92;Q6NW29-2	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4
Q6NW40	Q6NW40;J3KNF6	RGMB_HUMAN	RGMB	Repulsive guidance molecule B
Q6NWY9-2	Q6NWY9;Q6NWY9-2;Q6NWY9-3;A0A8Z5ADK7;F8VU11	PR40B_HUMAN	PRPF40B	Isoform 2 of Pre-mRNA-processing factor 40 homolog B
Q6NXE6;Q6NXE6-2	Q6NXE6;B4E1N1;H0YGL0;H0YH65;Q6NXE6-2	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6
Q6NXG1;Q6NXG1-4	Q6NXG1;Q6NXG1-3;Q6NXG1-2;Q6NXG1-4;Q6NXG1-5;A0A2U3TZN9;H0YBB3;H0YBR2	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1
Q6NXR4	Q6NXR4;E5RIH5	TTI2_HUMAN	TTI2	TELO2-interacting protein 2
Q6NXT1	Q6NXT1;C9JU48;D3YTC9;H7BZV9	ANR54_HUMAN	ANKRD54	Ankyrin repeat domain-containing protein 54
Q6NYC1;Q6NYC1-3	Q6NYC1;Q6NYC1-2;Q6NYC1-3;B2WTI3;B2WTI4;K7EJU9	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
Q6NYC8	Q6NYC8;Q6NYC8-2;A0A0G2JHC2	PPR18_HUMAN	PPP1R18	Phostensin
Q6NZ67	Q6NZ67;A0A494C0V9;B8ZZ87;H7BZ50;H7C173	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B
Q6NZI2	Q6NZI2;Q6NZI2-2;Q6NZI2-3	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1
Q6NZY4	Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8
Q6P158	Q6P158;Q6P158-2;Q6P158-3;A0A087WZ11	DHX57_HUMAN	DHX57	Putative ATP-dependent RNA helicase DHX57
Q6P158;Q7Z478	Q6P158;Q7Z478	DHX29_HUMAN;DHX57_HUMAN	DHX29;DHX57	Putative ATP-dependent RNA helicase DHX57
Q6P179;Q6P179-3	Q6P179;Q6P179-2;Q6P179-3;Q6P179-4;D6RGW0	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2
Q6P1A2;Q6P1A2-2	Q6P1A2;Q6P1A2-2	MBOA5_HUMAN	LPCAT3	Lysophospholipid acyltransferase 5
Q6P1J9	Q6P1J9;A0A1B0GUB2	CDC73_HUMAN	CDC73	Parafibromin
Q6P1K2	Q6P1K2;Q6P1K2-3;Q6P1K2-2;Q6P1K2-5;Q6P1K2-6;U3KQ54;A0A087WT04;V9GYH6;V9GYI0	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1
Q6P1K2;Q6P1K2-4	Q6P1K2;Q6P1K2-2;Q6P1K2-4;U3KQ54;A0A087WT04	PMF1_HUMAN	PMF1	Polyamine-modulated factor 1
Q6P1L5	Q6P1L5;Q6P1L5-2	F117B_HUMAN	FAM117B	Protein FAM117B
Q6P1M0	Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4
Q6P1M3	Q6P1M3;J3QRV5;Q6P1M3-2	L2GL2_HUMAN	LLGL2	LLGL scribble cell polarity complex component 2
Q6P1N0	Q6P1N0;Q6P1N0-2;K7EJY5	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A
Q6P1N9	Q6P1N9;E5RG17;E5RID7;G5EA19;H0YBX2;U3KQS5	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1
Q6P1N9;Q6P1N9-2	Q6P1N9;A0A0D9SGD3;E5RG17;E5RG62;E5RGF2;E5RK70;G5EA19;H0YBX2;Q6P1N9-2;U3KQS5	TATD1_HUMAN	TATDN1	Deoxyribonuclease TATDN1
Q6P1Q9	Q6P1Q9;Q6P1Q9-2	MET2B_HUMAN	METTL2B	tRNA N(3)-methylcytidine methyltransferase METTL2B
Q6P1R3;Q6P1R3-3	Q6P1R3;A0A6I8PS01;B4E1M0;E9PPE2;Q6P1R3-3	MSD2_HUMAN	MSANTD2	Myb/SANT-like DNA-binding domain-containing protein 2
Q6P1R4	Q6P1R4;H0YGW8;J3QLE4	DUS1L_HUMAN	DUS1L	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like
Q6P1X5	Q6P1X5;A0A8I5KV60;H0YC37;A0A8I5KUQ2;A0A8I5QJD7;H0YEX2	TAF2_HUMAN	TAF2	Transcription initiation factor TFIID subunit 2
Q6P1X6	Q6P1X6;H0YF29	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82
Q6P2C0	Q6P2C0;Q6P2C0-2	WDR93_HUMAN	WDR93	WD repeat-containing protein 93
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4
Q6P2I3;Q96GK7	Q96GK7;Q6P2I3;C9JGM0	FAH2A_HUMAN;FAH2B_HUMAN	FAHD2A;FAHD2B	Fumarylacetoacetate hydrolase domain-containing protein 2B
Q6P2P2	Q6P2P2;Q6P2P2-2	ANM9_HUMAN	PRMT9	Protein arginine N-methyltransferase 9
Q6P2Q9	Q6P2Q9;A0A994J491;A0A994J6E8;I3L0J9;I3L3Z8	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8
Q6P3S1	Q6P3S1	DEN1B_HUMAN	DENND1B	DENN domain-containing protein 1B
Q6P3S6	Q6P3S6;X6RKU3	FBX42_HUMAN	FBXO42	F-box only protein 42
Q6P3W2;Q6P3W2-2	Q6P3W2;Q6P3W2-2	DJC24_HUMAN	DNAJC24	DnaJ homolog subfamily C member 24
Q6P3W7	Q6P3W7;A0A0U1RQQ9;F8VSC5;H0YI32	SCYL2_HUMAN	SCYL2	SCY1-like protein 2
Q6P3X3	Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27
Q6P474;Q6P996;Q6P996-4;Q6P996-5	Q6P996;Q6P474;H3BND4;H3BNL6;J3KNK7;Q6P996-2;Q6P996-3;Q6P996-4;Q6P996-5;Q86XE2	PDXD1_HUMAN;PDXD2_HUMAN	PDXDC1;PDXDC2P	Putative pyridoxal-dependent decarboxylase domain-containing protein 2
Q6P4A8	Q6P4A8	PLBL1_HUMAN	PLBD1	Phospholipase B-like 1
Q6P4E1;Q6P4E1-2;Q6P4E1-5	Q6P4E1;A0A3B3IRW9;Q6P4E1-2;Q6P4E1-5;H0YMR0	GOLM2_HUMAN	GOLM2	Protein GOLM2
Q6P4F2;Q6P4F2-2	Q6P4F2;E7EQL1;Q6P4F2-2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial
Q6P4I2	Q6P4I2	WDR73_HUMAN	WDR73	WD repeat-containing protein 73
Q6P4R8;Q6P4R8-2;Q6P4R8-3	Q6P4R8;E9PQ59;Q6P4R8-2;Q6P4R8-3	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein
Q6P531;Q6P531-2	Q6P531;Q6P531-2;B4DPG6;J3KPJ0	GGT6_HUMAN	GGT6	Glutathione hydrolase 6
Q6P582	Q6NZ67;Q6P582;A0A494C0V9;B8ZZ87;H7BZ50;H7C173;H7C202	MZT2A_HUMAN	MZT2A	Mitotic-spindle organizing protein 2A
Q6P587;Q6P587-2;Q6P587-3	Q6P587;Q6P587-2;Q6P587-3	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial
Q6P589	Q6P589	TP8L2_HUMAN	TNFAIP8L2	Tumor necrosis factor alpha-induced protein 8-like protein 2
Q6P597	Q6P597;Q6P597-3;K7EL76;Q6P597-2	KLC3_HUMAN	KLC3	Kinesin light chain 3
Q6P597;Q9NSK0;Q9NSK0-3	Q6P597;Q9NSK0;Q6P597-3;C9J8T5;C9JZE5;K7EL76;K7ENJ3;Q6P597-2;Q9NSK0-3;Q9NSK0-4;Q9NSK0-5	KLC3_HUMAN;KLC4_HUMAN	KLC3;KLC4	Kinesin light chain 3
Q6P5R6	Q6P5R6;C9JYQ9;H0Y8C2	RL22L_HUMAN	RPL22L1	60S ribosomal protein L22-like 1
Q6P5S2	Q6P5S2	LEG1H_HUMAN	LEG1	Protein LEG1 homolog
Q6P5W5;Q6P5W5-2	Q6P5W5;Q6P5W5-2	S39A4_HUMAN	SLC39A4	Zinc transporter ZIP4
Q6P656	Q6P656	CF161_HUMAN	CFAP161	Cilia- and flagella-associated protein 161
Q6P6B1	Q6P6B1	ERIC5_HUMAN	ERICH5	Glutamate-rich protein 5
Q6P6B7	Q6P6B7;Q6P6B7-2	ANR16_HUMAN	ANKRD16	Ankyrin repeat domain-containing protein 16
Q6P6C2;Q6P6C2-3	Q6P6C2;Q6P6C2-1;Q6P6C2-3	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5
Q6P988	Q6P988;K7EIG3	NOTUM_HUMAN	NOTUM	Palmitoleoyl-protein carboxylesterase NOTUM
Q6P996;Q6P996-4;Q6P996-5	Q6P996;H3BND4;H3BNL6;J3KNK7;Q6P996-2;Q6P996-3;Q6P996-4;Q6P996-5;Q86XE2	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1
Q6P9A2	Q6P9A2	GLT18_HUMAN	GALNT18	Polypeptide N-acetylgalactosaminyltransferase 18
Q6P9B6	Q6P9B6;H3BM75	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7
Q6P9B9	Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5
Q6PCB0	Q6PCB0;Q6PCB0-2	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1
Q6PCB5;Q6PCB5-2	Q5VWQ0;Q6PCB5;A0A087WWP8;Q6PCB5-2	RSBNL_HUMAN	RSBN1L	Lysine-specific demethylase RSBN1L
Q6PCB7;Q6PCB7-2	Q6PCB7;Q6PCB7-2	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1
Q6PCE3	Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase
Q6PD62	Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog
Q6PD74	Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34
Q6PD74;Q6PD74-2	Q6PD74;Q6PD74-2	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34
Q6PFW1;Q6PFW1-2	Q6PFW1;A0A8J8ZH50;B7WPL9;F8W9A8;Q6PFW1-2;Q6PFW1-3;Q6PFW1-4;Q6PFW1-5;Q6PFW1-6;Q6PFW1-7	VIP1_HUMAN	PPIP5K1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
Q6PGN9;Q6PGN9-2	Q6PGN9;Q5T2Z0;Q5T2Z1;Q6PGN9-2;Q6PGN9-3	PSRC1_HUMAN	PSRC1	Proline/serine-rich coiled-coil protein 1
Q6PGP7	Q6PGP7;A0A8V8TLS3;A0A8V8TLT2;A0A8V8TMA8;A0A8V8TMB2;A0A8V8TNJ4	SKI3_HUMAN	SKIC3	SKI3 subunit of superkiller complex protein
Q6PH81;Q6PH81-2	Q6PH81;Q6PH81-2	CP087_HUMAN	C16orf87	UPF0547 protein C16orf87
Q6PHR2;Q6PHR2-3	Q6PHR2;Q6PHR2-3;Q6PHR2-4	ULK3_HUMAN	ULK3	Serine/threonine-protein kinase ULK3
Q6PI26;Q6PI26-2	Q6PI26;C9J6N3;Q6PI26-2	SHQ1_HUMAN	SHQ1	Protein SHQ1 homolog
Q6PI47	Q6PI47;Q6PI47-2	KCD18_HUMAN	KCTD18	BTB/POZ domain-containing protein KCTD18
Q6PI48	Q6PI48;A0A3B3IS01;A0A3B3ISK7;A0A3B3IT01	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial
Q6PI73	Q6PI73;A0A0G2JMN6;A0A0G2JPA2;A0A0G2JPR9;A0A0G2JPW1;A0A0G2JPY1;A0A0G2JQ24;A0A0G2JQ25;A0A0G2JQ26;B5ME96	LIRA6_HUMAN	LILRA6	Leukocyte immunoglobulin-like receptor subfamily A member 6
Q6PID6	Q6PID6;A0A1B0GU95;A0A1B0GUJ4;A0A1B0GV67	TTC33_HUMAN	TTC33	Tetratricopeptide repeat protein 33
Q6PIF6;Q6PIF6-2	Q6PIF6;A0A8C8KL71;B9A063;Q6PIF6-2	MYO7B_HUMAN	MYO7B	Unconventional myosin-VIIb
Q6PII3	Q6PII3;A0A0B4J1R8	CC174_HUMAN	CCDC174	Coiled-coil domain-containing protein 174
Q6PIJ6;Q6PIJ6-2	Q6PIJ6;Q6PIJ6-2;Q6PIJ6-3	FBX38_HUMAN	FBXO38	F-box only protein 38
Q6PJ69	Q6PJ69;H0YGS7;H0YG27	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65
Q6PJG2	Q6PJG2;A0A1C7CYX1;H7C1L3	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein
Q6PJG6	Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1
Q6PJG6;Q6PJG6-3	Q6PJG6;Q6PJG6-3	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1
Q6PJI9	Q6PJI9;Q6PJI9-2;B7Z7V6;H3BR95	WDR59_HUMAN	WDR59	GATOR complex protein WDR59
Q6PJI9;Q6PJI9-3	Q6PJI9;Q6PJI9-3;Q6PJI9-4	WDR59_HUMAN	WDR59	GATOR complex protein WDR59
Q6PJT7;Q6PJT7-10;Q6PJT7-5	Q6PJT7;G3V256;G3V5I6;H0YJA2;Q6PJT7-10;Q6PJT7-11;Q6PJT7-2;Q6PJT7-3;Q6PJT7-4;Q6PJT7-5;Q6PJT7-9;A0A087WTC9	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14
Q6PJT7;Q6PJT7-10;Q6PJT7-5;Q6PJT7-6	Q6PJT7;G3V256;G3V5I6;H0YJA2;Q6PJT7-10;Q6PJT7-11;Q6PJT7-2;Q6PJT7-3;Q6PJT7-4;Q6PJT7-5;Q6PJT7-6;Q6PJT7-8;Q6PJT7-9;G3V411;H0YJ51	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14
Q6PJT7;Q6PJT7-5	Q6PJT7;H0YJA2;Q6PJT7-2;Q6PJT7-5;Q6PJT7-9;G3V411;G3V4R5	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14
Q6PJW8	Q6PJW8	CNST_HUMAN	CNST	Consortin
Q6PK04	Q6PK04;I3L0U5	CC137_HUMAN	CCDC137	Coiled-coil domain-containing protein 137
Q6PK18;Q6PK18-2	Q6PK18;J3QLI8;J3QRG1;Q6PK18-2	OGFD3_HUMAN	OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
Q6PKG0	Q6PKG0;A0A8I5KSP1;A0A8I5KWU3;Q6PKG0-3	LARP1_HUMAN	LARP1	La-related protein 1
Q6PL24	Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8
Q6PUV4	Q6PUV4;D6R960;D6RBA5;D6RDN3;D6RGY3;D6RI05	CPLX2_HUMAN	CPLX2	Complexin-2
Q6Q788	Q6Q788;A0A669KB69	APOA5_HUMAN	APOA5	Apolipoprotein A-V
Q6QEF8;Q6QEF8-2;Q6QEF8-3;Q6QEF8-5	Q6QEF8;J3KSS5;J3QLV6;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5;J3QRV4	CORO6_HUMAN	CORO6	Coronin-6
Q6QEF8;Q6QEF8-2;Q6QEF8-3;Q6QEF8-5;Q9ULV4;Q9ULV4-2;Q9ULV4-3	Q9ULV4;Q6QEF8;Q9ULV4-3;J3KSS5;J3QLV6;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5;Q9ULV4-2;B4E3S0;H0YHL7	COR1C_HUMAN;CORO6_HUMAN	CORO1C;CORO6	Coronin-6
Q6QNY0	Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3
Q6QNY1	Q6QNY1;A0A087X1N6;J3QRU7;Q6QNY1-2	BL1S2_HUMAN	BLOC1S2	Biogenesis of lysosome-related organelles complex 1 subunit 2
Q6R327;Q6R327-3	Q6R327;Q6R327-3	RICTR_HUMAN	RICTOR	Rapamycin-insensitive companion of mTOR
Q6R327;Q6R327-3;Q6R327-4	Q6R327;Q6R327-3;Q6R327-4;D6R9S6	RICTR_HUMAN	RICTOR	Rapamycin-insensitive companion of mTOR
Q6RFH5;Q6RFH5-2	Q6RFH5;E9PS41;Q6RFH5-2	WDR74_HUMAN	WDR74	WD repeat-containing protein 74
Q6RW13;Q6RW13-2	Q6RW13;Q6RW13-2	ATRAP_HUMAN	AGTRAP	Type-1 angiotensin II receptor-associated protein
Q6SPF0	Q6SPF0;E9PIW9;F8WDT5	SAMD1_HUMAN	SAMD1	Sterile alpha motif domain-containing protein 1
Q6STE5;Q6STE5-2	Q6STE5;Q6STE5-2	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
Q6STE5;Q6STE5-2;Q92925-2	Q6STE5;Q92925;Q6STE5-2;Q92925-2;Q92925-3;A0A8V8TLC9;A0A8V8TLF4;A0A8V8TLV3;J3KMX2	SMRD2_HUMAN;SMRD3_HUMAN	SMARCD2;SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
Q6STE5;Q6STE5-2;Q92925-2;Q96GM5	Q6STE5;Q92925;Q96GM5;Q6STE5-2;Q92925-2;Q92925-3;Q96GM5-2;A0A8V8TLC9;A0A8V8TLF4;A0A8V8TLV3;F8VRQ4;F8VZ70;J3KMX2	SMRD1_HUMAN;SMRD2_HUMAN;SMRD3_HUMAN	SMARCD1;SMARCD2;SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
Q6STE5;Q6STE5-2;Q96GM5	Q6STE5;Q96GM5;F8VUB0;Q6STE5-2;Q96GM5-2;F8VRQ4	SMRD1_HUMAN;SMRD3_HUMAN	SMARCD1;SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
Q6SZW1	Q6SZW1;Q6SZW1-2	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1
Q6T4R5;Q6T4R5-2	Q6T4R5;A0A087WU78;Q6T4R5-2;Q6T4R5-3;Q6T4R5-4	NHS_HUMAN	NHS	Actin remodeling regulator NHS
Q6UB35	Q6UB35;B7ZM99;A0A087WVM4	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial
Q6ULP2;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9	Q6ULP2;B8ZZI9;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9;A0A8Q3SI61;A0A8Q3SIA4;A0A8Q3WKU6;A0A8Q3WM48	AFTIN_HUMAN	AFTPH	Aftiphilin
Q6UN15;Q6UN15-5	Q6UN15;A0A0B4J203;Q6UN15-3;Q6UN15-4;Q6UN15-5;A0A994J3I9;A0A994J3J1;A0A994J3J6;A0A994J3K1;A0A994J3K5;A0A994J3L0;A0A994J3L5;A0A994J3M0;A0A994J3P6;A0A994J3Q0;A0A994J3Q5;A0A994J3R0;A0A994J3R5;A0A994J3S0;A0A994J3S6;A0A994J3T0;A0A994J3T5;A0A994J438;A0A994J442;A0A994J448;A0A994J453;A0A994J458;A0A994J464;A0A994J469;A0A994J474;A0A994J6B4;A0A994J6B8;A0A994J6C2;A0A994J6C6;A0A994J6C9;A0A994J6D3;A0A994J6D6;A0A994J6E0;A0A994J6E2;A0A994J6N5;A0A994J6P0;A0A994J6P3;A0A994J6P8;A0A994J6Q2;A0A994J6Q5;A0A994J6R0;A0A994J6R4;H0Y8P7	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1
Q6UUV7;Q6UUV7-3	Q6UUV7;Q6UUV7-3	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3
Q6UUV9;Q6UUV9-2;Q6UUV9-3	Q6UUV9;M0QX46;M0QXN6;Q6UUV9-2;Q6UUV9-3	CRTC1_HUMAN	CRTC1	CREB-regulated transcription coactivator 1
Q6UVK1	Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4
Q6UVY6	Q6UVY6;A6PVS1	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1
Q6UVY6;Q6UVY6-2	Q6UVY6;Q6UVY6-2	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1
Q6UW02	Q6UW02;E9PHG5;Q6UW02-2	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1
Q6UW32	Q6UW32	IGFL1_HUMAN	IGFL1	Insulin growth factor-like family member 1
Q6UW63	Q6UW63	PLGT2_HUMAN	POGLUT2	Protein O-glucosyltransferase 2
Q6UWE0	Q6UWE0;Q6UWE0-3;A0A6Q8PFL5;A0A6Q8PG02;A0A6Q8PGB2;A0A6Q8PGF7;A0A6Q8PGT8;A0A6Q8PGW1	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1
Q6UWE0;Q6UWE0-2	Q6UWE0;Q6UWE0-2;Q6UWE0-3;A0A6Q8PFL5;A0A6Q8PFT9;A0A6Q8PG02;A0A6Q8PGB2;A0A6Q8PGF7;A0A6Q8PGT8;A0A6Q8PGW1	LRSM1_HUMAN	LRSAM1	E3 ubiquitin-protein ligase LRSAM1
Q6UWH4-2	Q6UWH4;Q6UWH4-2	GAK1B_HUMAN	GASK1B	Isoform 2 of Golgi-associated kinase 1B
Q6UWL6-2;Q6UWL6-3	Q6UWL6-2;Q6UWL6-3;A0A0A0MQV3;A0A0A0MRC1	KIRR2_HUMAN	KIRREL2	Isoform 2 of Kin of IRRE-like protein 2
Q6UWN5;Q6UWN5-2	Q6UWN5;M0QYY3;Q6UWN5-2	LYPD5_HUMAN	LYPD5	Ly6/PLAUR domain-containing protein 5
Q6UWN8	Q6UWN8	ISK6_HUMAN	SPINK6	Serine protease inhibitor Kazal-type 6
Q6UWP2	Q6UWP2;Q6UWP2-2;Q6UWP2-3;A0A087WZN3;A0A087X0R1	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11
Q6UWP8	Q6UWP8	SBSN_HUMAN	SBSN	Suprabasin
Q6UWP8-2	Q6UWP8-2	SBSN_HUMAN	SBSN	Isoform 2 of Suprabasin
Q6UWP8;Q6UWP8-2	Q6UWP8;K7ESC4;Q6UWP8-2	SBSN_HUMAN	SBSN	Suprabasin
Q6UWW0	Q6UWW0	LCN15_HUMAN	LCN15	Lipocalin-15
Q6UWW8	Q6UWW8;A0A0C4DFY7;H3BUA3	EST3_HUMAN	CES3	Carboxylesterase 3
Q6UWY2	Q6UWY2;A0A0A0MR61	PRS57_HUMAN	PRSS57	Serine protease 57
Q6UWY5	Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1
Q6UWZ7	Q6UWZ7;A0A087WWJ9;D6REL5;Q6UWZ7-2;A0A087WZ78	ABRX1_HUMAN	ABRAXAS1	BRCA1-A complex subunit Abraxas 1
Q6UX04	Q6UX04;A0A8I5KU89;A0A8I5KW10;D6REK3;Q6UX04-2;A0A8I5KP46;A0A8I5KPF6;A0A8I5KQK1;A0A8I5KQW2;A0A8I5KRF5;A0A8I5KRH9;A0A8I5KST0;A0A8I5KT14;A0A8I5KUW8;A0A8I5KX65;A0A8I5KXM7;A0A8I5KZ67	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog
Q6UX06	Q6UX06	OLFM4_HUMAN	OLFM4	Olfactomedin-4
Q6UX15;Q6UX15-2	Q6UX15;Q6UX15-2;E9PMI0;E9PQU7;E9PR90	LAYN_HUMAN	LAYN	Layilin
Q6UX71	Q6UX71;Q6UX71-2	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2
Q6UX72	Q6UX72	B3GN9_HUMAN	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9
Q6UX73;Q6UX73-2	Q6UX73;A0A0A0MT71;Q6UX73-2	CP089_HUMAN	C16orf89	UPF0764 protein C16orf89
Q6UXB2	Q6UXB2;X6R584	CXL17_HUMAN	CXCL17	C-X-C motif chemokine 17
Q6UXB3	Q6UXB3	LYPD2_HUMAN	LYPD2	Ly6/PLAUR domain-containing protein 2
Q6UXB8	Q6UXB8;Q6UXB8-2	PI16_HUMAN	PI16	Peptidase inhibitor 16
